2000000000,256,1,0
2000000000,256,0,0
2000000000,256,2,0
2000000000,256,3,0
2000000000,256,4,0
2000000000,256,5,0
2000000000,256,6,0
2000000000,256,7,0
2000000000,257,8,0
2000000000,257,9,0
2000000000,257,10,0
2000000000,257,11,0
2000000000,257,12,0
2000000000,257,13,0
2000000000,257,14,0
2000000000,257,15,0
2000000000,258,18,0
2000000000,258,17,0
2000000000,258,16,0
2000000000,258,19,0
2000000000,258,20,0
2000000000,258,21,0
2000000000,258,22,0
2000000000,258,23,0
2000000000,259,24,0
2000000000,259,25,0
2000000000,259,26,0
2000000000,259,27,0
2000000000,259,28,0
2000000000,259,29,0
2000000000,259,30,0
2000000000,259,31,0
2000000000,260,32,0
2000000000,260,33,0
2000000000,260,34,0
2000000000,260,35,0
2000000000,260,36,0
2000000000,260,37,0
2000000000,260,38,0
2000000000,260,39,0
2000000000,261,40,0
2000000000,261,41,0
2000000000,261,42,0
2000000000,261,43,0
2000000000,261,44,0
2000000000,261,45,0
2000000000,261,46,0
2000000000,261,47,0
2000000000,262,48,0
2000000000,262,49,0
2000000000,262,50,0
2000000000,262,51,0
2000000000,262,52,0
2000000000,262,53,0
2000000000,262,54,0
2000000000,262,55,0
2000000000,263,56,0
2000000000,263,57,0
2000000000,263,58,0
2000000000,263,59,0
2000000000,263,60,0
2000000000,263,61,0
2000000000,263,62,0
2000000000,263,63,0
2000000000,264,64,0
2000000000,264,65,0
2000000000,264,66,0
2000000000,264,67,0
2000000000,264,68,0
2000000000,264,69,0
2000000000,264,70,0
2000000000,264,71,0
2000000000,265,72,0
2000000000,265,73,0
2000000000,265,74,0
2000000000,265,75,0
2000000000,265,76,0
2000000000,265,77,0
2000000000,265,78,0
2000000000,265,79,0
2000000000,266,80,0
2000000000,266,81,0
2000000000,266,82,0
2000000000,266,83,0
2000000000,266,84,0
2000000000,266,85,0
2000000000,266,86,0
2000000000,266,87,0
2000000000,267,88,0
2000000000,267,89,0
2000000000,267,90,0
2000000000,267,91,0
2000000000,267,92,0
2000000000,267,93,0
2000000000,267,94,0
2000000000,267,95,0
2000000000,268,96,0
2000000000,268,97,0
2000000000,268,98,0
2000000000,268,99,0
2000000000,268,100,0
2000000000,268,101,0
2000000000,268,102,0
2000000000,268,103,0
2000000000,269,104,0
2000000000,269,105,0
2000000000,269,106,0
2000000000,269,107,0
2000000000,269,108,0
2000000000,269,109,0
2000000000,269,110,0
2000000000,269,111,0
2000000000,270,112,0
2000000000,270,113,0
2000000000,270,114,0
2000000000,270,115,0
2000000000,270,116,0
2000000000,270,117,0
2000000000,270,118,0
2000000000,270,119,0
2000000000,271,120,0
2000000000,271,121,0
2000000000,271,122,0
2000000000,271,123,0
2000000000,271,124,0
2000000000,271,125,0
2000000000,271,126,0
2000000000,271,127,0
2000000000,272,128,0
2000000000,272,129,0
2000000000,272,130,0
2000000000,272,131,0
2000000000,272,132,0
2000000000,272,133,0
2000000000,272,134,0
